Title,Mal_Id,Rating,Scored_By,Members,Favourited_by,Genre,Year,Season
Hisone to Maso-tan,36884,7.31,35095,78915,299,"Award Winning,Comedy,Drama,Fantasy",2018,spring
Caligula (TV),36828,6.0,25503,74468,106,"Action,Sci-Fi",2018,spring
Captain Tsubasa (2018),36934,7.4,30106,69224,320,Sports,2018,spring
Tachibanakan Triangle,36943,5.61,25392,64745,71,"Comedy,Girls Love,Ecchi",2018,spring
Dorei-ku The Animation,36525,5.94,22845,60041,72,"Drama,Suspense",2018,spring
Saredo Tsumibito wa Ryuu to Odoru,33889,5.79,13925,52754,47,"Action,Drama,Fantasy,Sci-Fi",2018,spring
Gegege no Kitarou (2018),37140,7.21,10910,47628,118,"Comedy,Horror,Supernatural",2018,spring
Lost Song,34338,6.91,20833,44708,171,"Drama,Fantasy",2018,spring
Lupin III: Part 5,35857,8.14,15389,41206,375,"Action,Adventure,Comedy,Mystery",2018,spring
Fumikiri Jikan,37188,6.36,18580,40593,17,"Comedy,Slice of Life",2018,spring
Nil Admirari no Tenbin,33850,6.66,11014,38086,122,"Fantasy,Romance",2018,spring
Juushinki Pandora,33531,6.33,11897,37920,40,Sci-Fi,2018,spring
Inazuma Eleven: Ares no Tenbin,33733,6.69,18567,37645,100,Sports,2018,spring
Last Period: Owarinaki Rasen no Monogatari,37254,6.37,10751,37239,28,"Action,Adventure,Comedy,Fantasy",2018,spring
Alice or Alice,36001,5.34,13936,35322,45,Slice of Life,2018,spring
Major 2nd,36565,7.4,14632,32070,76,Sports,2018,spring
Amanchu! Advance,36800,7.11,11654,30967,31,"Comedy,Slice of Life",2018,spring
Rokuhou-dou Yotsuiro Biyori,36513,7.63,10977,30416,166,"Gourmet,Slice of Life",2018,spring
Lostorage Conflated WIXOSS,34607,7.08,9994,30101,77,,2018,spring
Gundam Build Divers,37245,6.3,12481,28792,51,"Action,Sci-Fi",2018,spring
Hoozuki no Reitetsu 2nd Season: Sono Ni,37029,7.86,11126,27274,51,"Comedy,Fantasy,Supernatural",2018,spring
Uchuu Senkan Tiramisù,36267,6.37,9951,27156,27,"Comedy,Sci-Fi,Slice of Life",2018,spring
Butlers: Chitose Momotose Monogatari,36309,5.65,5979,23858,42,"Drama,Supernatural",2018,spring
Cutie Honey Universe,36976,5.43,4944,18287,19,"Action,Comedy,Romance,Sci-Fi",2018,spring
Layton Mystery Tanteisha: Katri no Nazotoki File,37023,7.24,3530,16238,58,"Comedy,Mystery",2018,spring
Omae wa Mada Gunma wo Shiranai,37258,5.24,5158,13654,1,Comedy,2018,spring
Beyblade Burst Chouzetsu,37283,6.49,7396,13154,81,"Action,Adventure,Sci-Fi,Sports",2018,spring
Binan Koukou Chikyuu Bouei-bu Happy Kiss!,37036,6.46,3429,11837,35,Comedy,2018,spring
Cardfight!! Vanguard (2018),37476,6.73,4969,11816,43,Action,2018,spring
Gurazeni,35183,6.37,4814,11527,11,Sports,2018,spring
Aikatsu Friends!,37204,7.2,3279,11228,66,Slice of Life,2018,spring
Souten no Ken: Regenesis,36655,5.66,3277,10761,17,Action,2018,spring
Nobunaga no Shinobi: Anegawa Ishiyama-hen,37126,7.07,3380,8411,4,Comedy,2018,spring
Wakaokami wa Shougakusei!,37433,6.61,1616,6829,5,"Comedy,Slice of Life,Supernatural",2018,spring
Pastel Life,37778,6.57,3008,5848,9,Slice of Life,2018,spring
Kiratto Pri☆chan,37178,7.18,1190,5463,42,Slice of Life,2018,spring
Ladyspo,37448,3.11,1072,4095,3,"Action,Comedy,Sci-Fi",2018,spring
Youkai Watch: Shadow Side,37324,6.63,711,2396,15,"Comedy,Supernatural",2018,spring
Koneko no Chi: Ponponra Dairyokou,36418,6.39,652,2380,1,Slice of Life,2018,spring
Future Card Buddyfight Battsu: All-Star Fight,37611,6.74,972,2226,4,,2018,spring
TV Yarou Nanaana,38549,6.3,756,1787,9,"Adventure,Comedy",2018,spring
Duel Masters!,37484,5.8,260,1320,2,"Action,Adventure,Comedy,Fantasy",2018,spring
Shounen Ashibe: Go! Go! Goma-chan 3,37368,5.75,223,748,2,"Comedy,Slice of Life",2018,spring
Neko Neko Nihonshi 3rd Season,37369,6.28,143,622,1,,2018,spring
Shingeki no Kyojin Season 3,35760,8.62,1454381,2138615,19329,"Action,Drama",2018,summer
Overlord III,37675,7.92,514399,828904,5198,"Action,Adventure,Fantasy",2018,summer
Banana Fish,36649,8.49,337696,784675,28330,"Action,Adventure,Drama,Suspense",2018,summer
Grand Blue,37105,8.43,378438,706367,17843,Comedy,2018,summer
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,37210,6.87,392647,669525,2431,"Comedy,Fantasy,Ecchi",2018,summer
Satsuriku no Tenshi,35994,6.96,289257,616059,5242,"Adventure,Horror,Suspense",2018,summer
Hataraku Saibou,37141,7.56,299181,612475,2220,Comedy,2018,summer
Asobi Asobase,37171,8.19,206813,436582,6039,Comedy,2018,summer
Yuragi-sou no Yuuna-san,36726,7.01,118128,280544,747,"Comedy,Romance,Supernatural,Ecchi",2018,summer
Happy Sugar Life,37517,6.8,126057,277571,2558,"Drama,Girls Love,Horror",2018,summer
High Score Girl,21877,7.77,126044,240636,2636,Comedy,2018,summer
Sirius,37569,6.98,105770,234822,666,"Action,Supernatural",2018,summer
Hyakuren no Haou to Seiyaku no Valkyria,37446,5.7,84726,179790,294,Fantasy,2018,summer
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,37491,8.88,86596,179438,1009,"Action,Comedy,Sci-Fi",2018,summer
Free! Dive to the Future,36704,7.61,76994,170469,612,Sports,2018,summer
Hanebado!,37259,6.85,71748,151183,353,Sports,2018,summer
Sunohara-sou no Kanrinin-san,36817,6.78,53923,140610,406,"Comedy,Ecchi",2018,summer
Back Street Girls: Gokudolls,36873,6.95,72729,139496,570,"Comedy,Ecchi",2018,summer
Shichisei no Subaru,36316,6.11,49994,130618,212,"Action,Drama,Fantasy",2018,summer
Island,33012,6.32,51630,126630,349,"Drama,Sci-Fi",2018,summer
Jashin-chan Dropkick,36906,7.01,39415,113056,399,"Comedy,Supernatural",2018,summer
Chio-chan no Tsuugakuro,35821,7.45,49254,112864,388,Comedy,2018,summer
Harukana Receive,35983,6.65,39486,104916,165,Sports,2018,summer
Shoujo☆Kageki Revue Starlight,35503,7.66,27872,79060,1349,Drama,2018,summer
Fate/Extra: Last Encore - Illustrias Tendousetsu,37651,6.51,34768,68345,47,"Action,Fantasy",2018,summer
Kyoto Teramachi Sanjou no Holmes,37458,6.74,22939,61272,100,"Drama,Mystery",2018,summer
Angolmois: Genkou Kassenki,35834,7.13,25226,57960,123,"Action,Drama",2018,summer
Planet With,37578,7.17,23039,55713,138,"Action,Sci-Fi",2018,summer
Muhyo to Rouji no Mahouritsu Soudan Jimusho,37487,6.71,13660,50413,57,"Mystery,Supernatural",2018,summer
One Room: Second Season,36431,6.1,20870,48668,40,Slice of Life,2018,summer
Ani ni Tsukeru Kusuri wa Nai! 2,37924,7.74,24026,46987,88,"Comedy,Slice of Life",2018,summer
Phantom in the Twilight,37598,6.42,14305,45600,92,"Action,Supernatural",2018,summer
Lord of Vermilion: Guren no Ou,37601,5.35,12402,42670,39,"Action,Fantasy",2018,summer
Chuukan Kanriroku Tonegawa,37338,7.17,13046,38863,107,"Comedy,Drama",2018,summer
Beatless Final Stage,38020,6.8,15345,35017,66,"Action,Drama,Romance,Sci-Fi",2018,summer
Yama no Susume Third Season,35672,7.59,9089,23792,68,"Adventure,Comedy,Slice of Life",2018,summer
Yami Shibai 6,37893,6.17,9349,20288,5,"Avant Garde,Horror,Supernatural",2018,summer
Yume Oukoku to Nemureru 100-nin no Ouji-sama,33966,5.91,4700,18004,43,"Adventure,Fantasy",2018,summer
Tsukumogami Kashimasu,36654,6.7,5000,17397,9,"Comedy,Supernatural",2018,summer
Ongaku Shoujo (TV),37481,5.99,4679,15450,30,Slice of Life,2018,summer
Senjuushi,37571,4.88,3082,13318,18,Action,2018,summer
Aguu: Tensai Ningyou,37769,5.42,2141,6842,6,"Action,Drama,Supernatural",2018,summer
Cinderella Girls Gekijou 3rd Season,37422,6.5,2252,6387,3,"Comedy,Slice of Life",2018,summer
Zoids Wild,37395,6.26,1117,6068,12,"Action,Adventure,Comedy,Sci-Fi",2018,summer
Hataraku Oniisan! no 2!,37646,6.42,1639,3492,7,Comedy,2018,summer
Shinya! Tensai Bakabon,37662,6.0,1157,3269,3,"Comedy,Slice of Life",2018,summer
Future Card Shin Buddyfight,37739,6.39,1284,2888,4,,2018,summer
Marvel Future Avengers 2nd Season,37151,5.73,426,1729,2,Action,2018,summer
Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,37328,6.69,163,1076,2,"Fantasy,Slice of Life",2018,summer
Space Bug,37787,6.03,171,755,4,Adventure,2018,summer
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,37450,8.25,1009645,1588901,44089,"Drama,Romance,Supernatural",2018,fall
Tensei shitara Slime Datta Ken,37430,8.14,783820,1290795,26664,"Action,Adventure,Comedy,Fantasy",2018,fall
Goblin Slayer,37349,7.42,610370,1020278,6811,"Action,Adventure,Fantasy",2018,fall
Sword Art Online: Alicization,36474,7.56,570975,966186,6933,"Action,Adventure,Fantasy",2018,fall
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,37991,8.58,614442,924749,29654,"Action,Adventure,Supernatural",2018,fall
Tokyo Ghoul:re 2nd Season,37799,6.42,477875,802465,2637,"Action,Fantasy,Horror",2018,fall
Fairy Tail: Final Series,35972,7.57,227925,468378,4907,"Action,Adventure,Fantasy",2018,fall
Zombieland Saga,37976,7.51,222567,459855,3004,"Award Winning,Comedy,Supernatural",2018,fall
Kishuku Gakkou no Juliet,37475,7.45,163404,341772,1832,"Action,Comedy,Romance",2018,fall
Irozuku Sekai no Ashita kara,37497,7.52,121893,312097,2066,"Drama,Romance",2018,fall
Yagate Kimi ni Naru,37786,7.9,128846,311108,5774,"Drama,Girls Love,Romance",2018,fall
Kaze ga Tsuyoku Fuiteiru,37965,8.4,127612,279123,5690,"Drama,Sports",2018,fall
SSSS.Gridman,35847,7.12,121674,279019,1287,"Action,Award Winning,Sci-Fi",2018,fall
Toaru Majutsu no Index III,36432,6.81,93472,236017,810,"Action,Sci-Fi",2018,fall
Radiant,37202,6.88,74928,198620,416,"Action,Adventure,Fantasy",2018,fall
Golden Kamuy 2nd Season,37989,8.24,99391,182135,889,"Action,Adventure",2018,fall
Dakaretai Otoko 1-i ni Odosarete Imasu.,37597,7.39,72475,144972,1728,"Boys Love,Comedy,Drama,Romance",2018,fall
Tsurune: Kazemai Koukou Kyuudou-bu,36653,7.65,53956,141036,1006,Sports,2018,fall
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,36632,4.88,51933,125318,229,"Comedy,Romance,Ecchi",2018,fall
Karakuri Circus,37447,7.14,35169,122156,562,"Action,Adventure,Drama,Mystery",2018,fall
Conception,37823,4.6,47751,116612,159,"Action,Comedy,Fantasy,Romance",2018,fall
Hinomaruzumou,37007,7.56,50908,114370,326,Sports,2018,fall
Uchi no Maid ga Uzasugiru!,37722,6.89,48362,113611,181,"Comedy,Girls Love",2018,fall
Gaikotsu Shotenin Honda-san,36317,7.29,45809,110024,374,Comedy,2018,fall
Tonari no Kyuuketsuki-san,37579,7.09,40437,99847,323,"Comedy,Supernatural",2018,fall
Beelzebub-jou no Okinimesu mama.,37716,7.24,34141,90050,312,"Comedy,Fantasy,Romance",2018,fall
Ulysses: Jehanne Darc to Renkin no Kishi,36510,5.33,31640,89649,101,"Action,Fantasy,Ecchi",2018,fall
Release the Spyce,37221,6.95,23716,69287,212,Action,2018,fall
Jingai-san no Yome,37992,5.78,18613,43156,97,"Comedy,Fantasy,Romance",2018,fall
Anima Yell!,37206,6.89,15865,41458,83,"Comedy,Sports",2018,fall
Senran Kagura Shinovi Master: Tokyo Youma-hen,36037,6.31,9627,41077,92,"Action,Comedy,Ecchi",2018,fall
RErideD: Tokigoe no Derrida,35835,5.69,12076,39039,21,"Action,Drama,Sci-Fi",2018,fall
Hangyakusei Million Arthur,37555,6.01,7155,37522,44,"Action,Adventure,Fantasy",2018,fall
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",37490,7.16,15182,37407,122,"Comedy,Drama,Mystery",2018,fall
Double Decker! Doug & Kirill,37496,6.82,12582,35435,92,"Action,Comedy,Sci-Fi",2018,fall
Akanesasu Shoujo,37561,6.42,11779,35263,58,"Action,Sci-Fi",2018,fall
Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,37232,6.52,8839,29575,43,"Action,Adventure,Fantasy",2018,fall
Ingress the Animation,37438,6.29,8292,27560,36,"Action,Mystery,Sci-Fi",2018,fall
Inazuma Eleven: Orion no Kokuin,38235,6.86,12746,25333,97,Sports,2018,fall
Bakumatsu,37584,5.7,5026,23133,33,Action,2018,fall
Kitsune no Koe,37106,6.42,8017,21448,60,,2018,fall
Sora to Umi no Aida,36000,5.66,6206,20410,21,"Adventure,Fantasy,Sci-Fi",2018,fall
Gakuen Basara,37657,6.18,4081,17928,26,"Action,Comedy",2018,fall
Himote House,36945,5.66,4335,16903,17,Comedy,2018,fall
Ken En Ken: Aoki Kagayaki,38083,6.01,4895,16297,17,"Action,Adventure,Fantasy",2018,fall
"Sono Toki, Kanojo wa.",38251,5.66,3779,14953,9,"Drama,Romance",2018,fall
Hashiri Tsuzukete Yokatta tte.,38254,6.39,4337,11896,12,"Drama,Slice of Life",2018,fall
Pingu in the City (2018),38262,6.42,4958,9936,114,"Comedy,Slice of Life",2018,fall
Uchuu Senkan Tiramisù II,37988,6.53,4095,9382,4,"Comedy,Sci-Fi,Slice of Life",2018,fall
"Okoshiyasu, Chitose-chan",38089,6.69,1638,6052,12,"Comedy,Slice of Life",2018,fall
Gurazeni Season 2,37990,6.74,2488,4617,3,Sports,2018,fall
Souten no Ken: Regenesis 2nd Season,37388,6.04,1451,4542,5,Action,2018,fall
The iDOLM@STER SideM: Wake Atte Mini!,38203,6.25,1109,3544,7,"Comedy,Slice of Life",2018,fall
Devidol!,38284,5.38,573,2840,3,Comedy,2018,fall
Kirakira Happy★Hirake! Cocotama,37968,6.69,197,838,1,"Fantasy,Slice of Life",2018,fall
Yakusoku no Neverland,37779,8.52,1189780,1817082,31882,"Mystery,Sci-Fi,Suspense",2019,winter
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,37999,8.41,993771,1576931,36515,Comedy,2019,winter
Tate no Yuusha no Nariagari,35790,7.99,905546,1456590,25354,"Action,Adventure,Drama,Fantasy",2019,winter
Mob Psycho 100 II,37510,8.81,869997,1384051,31223,"Action,Comedy,Supernatural",2019,winter
Dororo,37520,8.24,565403,1109710,18753,"Action,Adventure,Supernatural",2019,winter
5-toubun no Hanayome,38101,7.67,556504,861579,12979,"Comedy,Romance",2019,winter
Kakegurui××,37086,7.2,431306,719480,1933,"Drama,Mystery",2019,winter
Domestic na Kanojo,37982,6.68,414978,688449,5516,"Drama,Romance",2019,winter
Date A Live III,36633,7.19,189709,361987,1612,"Comedy,Romance,Sci-Fi",2019,winter
Boogiepop wa Warawanai (2019),37451,7.08,65106,217526,784,"Avant Garde,Drama,Horror,Mystery,Supernatural",2019,winter
Watashi ni Tenshi ga Maiorita!,37993,7.29,77155,188953,928,"Comedy,Girls Love",2019,winter
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",38145,7.74,84514,181475,1179,Slice of Life,2019,winter
3D Kanojo: Real Girl 2nd Season,37956,7.67,92789,173734,1151,Romance,2019,winter
Manaria Friends,31537,6.67,32073,116349,279,"Fantasy,Slice of Life",2019,winter
Ueno-san wa Bukiyou,37920,6.57,50320,112096,187,Comedy,2019,winter
Mahou Shoujo Tokushusen Asuka,37979,6.33,26135,79556,127,"Action,Drama",2019,winter
Girly Air Force,37998,6.15,29320,76168,175,"Action,Sci-Fi",2019,winter
Endro~!,38062,6.92,25299,72539,184,"Fantasy,Slice of Life",2019,winter
Revisions,37436,6.03,18848,61755,81,"Action,Sci-Fi",2019,winter
Meiji Tokyo Renka,34209,7.03,19188,50273,227,"Romance,Supernatural",2019,winter
Fukigen na Mononokean Tsuzuki,37958,7.58,20422,48624,154,"Comedy,Supernatural",2019,winter
Piano no Mori (TV) 2nd Season,37975,7.42,21483,47190,82,Drama,2019,winter
Grimms Notes The Animation,37154,5.96,12074,42312,58,"Action,Adventure,Fantasy",2019,winter
BanG Dream! 2nd Season,37869,7.58,19905,40433,425,,2019,winter
Egao no Daika,38544,6.04,12904,36385,42,"Action,Drama,Fantasy,Sci-Fi",2019,winter
Kouya no Kotobuki Hikoutai,38301,6.84,10133,31702,85,"Action,Adventure",2019,winter
Kemurikusa (TV),37302,7.06,9401,29485,127,"Fantasy,Sci-Fi",2019,winter
W'z,37509,5.53,7153,25005,36,Action,2019,winter
Pastel Memories,37374,5.12,5176,19191,17,"Action,Adventure,Sci-Fi",2019,winter
Kemono Friends 2,35313,5.84,6108,16784,43,"Adventure,Comedy",2019,winter
Circlet Princess,38157,5.96,4526,16772,26,"Sci-Fi,Sports",2019,winter
B-Project: Zecchou*Emotion,36483,6.7,4218,14008,53,,2019,winter
Rinshi!! Ekoda-chan,38162,5.54,3543,10576,17,"Comedy,Slice of Life",2019,winter
Star☆Twinkle Precure,38578,7.52,3352,10337,161,"Action,Fantasy",2019,winter
Choujigen Kakumei Anime: Dimension High School,38449,5.11,2831,9382,15,Fantasy,2019,winter
Ame-iro Cocoa: Side G,37747,4.84,2948,8962,8,"Comedy,Slice of Life",2019,winter
Virtual-san wa Miteiru,38851,5.29,2389,8265,17,Comedy,2019,winter
Bermuda Triangle: Colorful Pastrale,38199,5.49,2454,8022,17,Fantasy,2019,winter
Mini Toji,38673,6.14,2352,6061,5,"Action,Comedy,Fantasy",2019,winter
Hulaing Babies,34332,5.82,1358,3835,2,"Comedy,Slice of Life",2019,winter
Pucca 3,48235,6.54,319,963,3,"Action,Comedy,Romance",2019,winter
Kimetsu no Yaiba,38000,8.52,1865746,2698719,85806,"Action,Award Winning,Fantasy",2019,spring
Shingeki no Kyojin Season 3 Part 2,38524,9.06,1418687,2025353,54038,"Action,Drama",2019,spring
One Punch Man 2nd Season,34134,7.49,921142,1541844,6110,"Action,Comedy",2019,spring
Fruits Basket 1st Season,38680,8.22,351425,744166,14425,"Drama,Romance,Supernatural",2019,spring
Bungou Stray Dogs 3rd Season,38003,8.22,288939,555261,4744,"Action,Mystery,Supernatural",2019,spring
Kenja no Mago,36407,6.61,308038,534082,2749,"Action,Comedy,Fantasy,Romance",2019,spring
Bokutachi wa Benkyou ga Dekinai,38186,7.29,213212,409088,1585,"Comedy,Romance",2019,spring
Isekai Quartet,38472,7.4,203542,364338,992,"Comedy,Fantasy",2019,spring
Sewayaki Kitsune no Senko-san,38759,7.33,164151,329188,2121,"Slice of Life,Supernatural",2019,spring
Nande Koko ni Sensei ga!?,38397,6.51,164753,323486,948,"Comedy,Ecchi",2019,spring
Carole & Tuesday,37435,7.88,135119,308531,2839,"Drama,Sci-Fi",2019,spring
Kono Oto Tomare!,38080,7.92,107242,272261,2178,"Drama,Romance",2019,spring
Midara na Ao-chan wa Benkyou ga Dekinai,38778,6.73,125422,254323,568,"Comedy,Romance,Ecchi",2019,spring
Hitoribocchi no Marumaru Seikatsu,37614,7.48,91838,205355,1204,"Comedy,Slice of Life",2019,spring
Senryuu Shoujo,38787,7.39,75483,176121,455,"Comedy,Slice of Life",2019,spring
Fairy Gone,39063,5.79,51514,160637,202,"Action,Fantasy",2019,spring
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,34620,6.58,47387,146584,468,"Drama,Sci-Fi",2019,spring
Gunjou no Magmell,37806,6.1,68512,145936,161,"Action,Adventure,Fantasy",2019,spring
Sarazanmai,37426,7.49,46054,125625,1330,"Action,Fantasy,Supernatural",2019,spring
Diamond no Ace: Act II,38731,8.26,40632,82507,913,Sports,2019,spring
Nobunaga-sensei no Osanazuma,38814,5.31,33926,77995,100,"Comedy,Romance,Ecchi",2019,spring
Shoumetsu Toshi,37952,5.47,19031,64397,53,"Action,Adventure,Drama,Fantasy,Mystery",2019,spring
Mayonaka no Occult Koumuin,37964,6.73,23609,62132,105,"Fantasy,Mystery,Supernatural",2019,spring
Joshikausei,38295,5.81,23588,61073,47,"Comedy,Slice of Life",2019,spring
RobiHachi,38707,6.53,10560,32290,83,"Adventure,Comedy,Sci-Fi",2019,spring
Yatogame-chan Kansatsu Nikki,37940,6.25,13016,30306,14,"Comedy,Slice of Life",2019,spring
Hachigatsu no Cinderella Nine,38091,6.11,9433,26378,32,Sports,2019,spring
Mix: Meisei Story,38098,7.22,8662,21947,60,"Drama,Romance,Sports",2019,spring
Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,39592,8.12,8543,19370,95,"Action,Sci-Fi",2019,spring
Strike Witches: 501 Butai Hasshin Shimasu!,38004,6.58,5542,18223,28,"Comedy,Sci-Fi",2019,spring
Hangyakusei Million Arthur 2nd Season,38268,6.3,4069,18082,16,"Action,Adventure,Fantasy",2019,spring
Choukadou Girl ⅙,38226,5.97,7342,16732,27,"Comedy,Romance,Sci-Fi",2019,spring
Namu Amida Butsu! Rendai Utena,38150,6.08,3380,14146,25,Fantasy,2019,spring
Bakumatsu Crisis,38860,5.68,2115,11782,14,Action,2019,spring
Beyblade Burst Gachi,39282,6.19,4081,8547,42,"Action,Adventure,Sci-Fi,Sports",2019,spring
Bakugan: Battle Planet,39622,5.48,2800,6621,16,"Action,Fantasy",2019,spring
Cardfight!! Vanguard: Zoku Koukousei-hen,39244,6.32,2240,5553,8,Action,2019,spring
King of Prism: Shiny Seven Stars,39699,6.42,1231,5313,21,Sports,2019,spring
Aikatsu Friends!: Kagayaki no Jewel,39078,7.16,1800,4968,17,Slice of Life,2019,spring
Cinderella Girls Gekijou: Climax Season,38767,6.46,1535,4278,3,"Comedy,Slice of Life",2019,spring
Youkai Watch!,39277,6.36,1161,3083,3,"Comedy,Supernatural",2019,spring
Kiratto Pri☆chan Season 2,38804,7.5,679,2624,29,"Comedy,Slice of Life",2019,spring
Watanuki-san Chi no,39668,5.93,179,2333,3,Slice of Life,2019,spring
TV Yarou Nanaana: Wakuwaku Doukutsu Land,39581,6.02,505,1291,3,"Adventure,Comedy",2019,spring
Duel Masters!!,39039,5.58,164,1069,2,"Action,Adventure,Comedy,Fantasy",2019,spring
Shounen Ashibe: Go! Go! Goma-chan 4,39457,5.84,185,647,0,"Comedy,Slice of Life",2019,spring
Dr. Stone,38691,8.29,949337,1571664,25921,"Adventure,Comedy,Sci-Fi",2019,summer
Vinland Saga,37521,8.73,710522,1276150,39177,"Action,Adventure,Drama",2019,summer
Enen no Shouboutai,38671,7.71,650249,1208964,8613,"Action,Supernatural",2019,summer
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,37347,7.23,429001,751503,1994,"Action,Adventure,Fantasy",2019,summer
Arifureta Shokugyou de Sekai Saikyou,36882,6.69,358356,629049,6017,"Action,Adventure,Fantasy",2019,summer
Given,39533,8.34,282499,517719,16167,"Boys Love,Drama,Romance",2019,summer
Dumbbell Nan Kilo Moteru?,39026,7.26,168213,363930,1221,"Comedy,Ecchi",2019,summer
Araburu Kisetsu no Otome-domo yo.,38753,7.35,141327,310306,1466,"Comedy,Drama,Romance",2019,summer
Karakai Jouzu no Takagi-san 2,38993,8.07,166601,306878,2281,Comedy,2019,summer
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,39326,6.51,145923,298650,864,"Comedy,Romance,Ecchi",2019,summer
Isekai Cheat Magician,37744,5.45,156328,296430,487,"Action,Adventure,Fantasy",2019,summer
Kanata no Astra,39198,8.09,135571,279974,3001,"Adventure,Award Winning,Mystery,Sci-Fi",2019,summer
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,38573,5.55,116253,264658,447,"Adventure,Comedy,Fantasy,Ecchi",2019,summer
Tejina-senpai,38610,6.41,120546,258671,454,"Comedy,Ecchi",2019,summer
"Maou-sama, Retry!",38297,6.55,119116,223868,594,"Action,Adventure,Fantasy",2019,summer
Toaru Kagaku no Accelerator,38480,7.21,90301,218461,867,"Fantasy,Supernatural",2019,summer
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",39324,7.1,97199,198907,701,"Fantasy,Slice of Life",2019,summer
Machikado Mazoku,39071,7.65,57405,150228,1083,"Comedy,Fantasy",2019,summer
Sounan desu ka?,39456,6.61,70641,147817,229,"Adventure,Comedy",2019,summer
