Title,Mal_Id,Rating,Scored_By,Members,Favourited_by,Genre,Year,Season
Sengoku Choujuu Giga: Kou,33803,5.84,2398,6111,6,Supernatural,2016,fall
Hagane Orchestra,34013,5.5,1565,5014,3,"Adventure,Comedy",2016,fall
Time Bokan 24,33026,5.84,1270,4706,4,"Adventure,Comedy",2016,fall
Kaitou Joker 4th Season,33490,7.31,1732,4213,25,"Adventure,Comedy,Mystery",2016,fall
Bishoujo Yuugi Unit Crane Game Girls Galaxy,33541,4.7,1384,3331,1,Comedy,2016,fall
3-Nen D-Gumi Glass no Kamen,33975,4.63,988,2378,3,Comedy,2016,fall
Heybot!,33434,5.9,613,2232,21,"Comedy,Sci-Fi",2016,fall
Kamigami no Ki,34292,5.98,230,1018,2,"Comedy,Supernatural",2016,fall
Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao,34410,5.96,176,948,2,Comedy,2016,fall
Tama & Friends: Uchi no Tama Shirimasen ka?,32663,6.06,171,823,2,Adventure,2016,fall
Kono Subarashii Sekai ni Shukufuku wo! 2,32937,8.27,932834,1400548,11584,"Adventure,Comedy,Fantasy",2017,winter
Kobayashi-san Chi no Maid Dragon,33206,7.97,698204,1157679,16622,"Fantasy,Slice of Life",2017,winter
Youjo Senki,32615,7.97,460347,843400,11386,"Action,Fantasy",2017,winter
Masamune-kun no Revenge,33487,6.74,466794,798740,3037,"Comedy,Romance",2017,winter
Ao no Exorcist: Kyoto Fujouou-hen,33506,7.36,386363,714121,1549,"Action,Fantasy",2017,winter
Kuzu no Honkai,32949,7.15,312865,643429,6138,"Drama,Romance",2017,winter
Little Witch Academia (TV),33489,7.82,297070,605179,7172,"Adventure,Comedy,Fantasy",2017,winter
Gabriel DropOut,33731,7.45,224839,434258,3039,"Comedy,Supernatural",2017,winter
Demi-chan wa Kataritai,33988,7.55,206709,397533,1483,"Comedy,Fantasy",2017,winter
Gintama.,34096,8.99,134668,289451,2609,"Action,Comedy,Sci-Fi",2017,winter
Fuuka,33743,6.51,141863,283549,869,"Drama,Romance,Ecchi",2017,winter
Seiren,33836,6.28,85376,227288,451,Romance,2017,winter
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,33095,8.73,61628,177360,3045,Drama,2017,winter
ACCA: 13-ku Kansatsu-ka,33337,7.67,65839,154994,1406,"Drama,Fantasy,Mystery",2017,winter
Tales of Zestiria the Cross 2nd Season,34086,7.31,74105,154486,209,"Action,Adventure,Fantasy",2017,winter
Akiba's Trip The Animation,34051,6.5,58757,142460,291,"Action,Comedy,Supernatural,Ecchi",2017,winter
ChäoS;Child,30485,6.32,41060,127505,210,"Mystery,Sci-Fi,Supernatural",2017,winter
Urara Meirochou,32924,7.12,40004,126365,414,"Comedy,Fantasy",2017,winter
One Room,34392,5.56,46902,121311,152,Slice of Life,2017,winter
Chain Chronicle: Haecceitas no Hikari,28833,6.56,39775,117972,175,"Action,Adventure,Fantasy",2017,winter
Rewrite 2nd Season,34126,7.19,49525,109612,415,"Action,Comedy,Romance,Supernatural",2017,winter
Hand Shakers,32981,5.27,40181,102124,170,Action,2017,winter
Super Lovers 2,33417,7.12,44567,85951,333,"Boys Love,Comedy,Drama",2017,winter
BanG Dream!,33573,6.98,35055,85498,785,,2017,winter
Kemono Friends,33089,7.53,31278,78074,1061,"Adventure,Award Winning,Comedy,Fantasy",2017,winter
Yowamushi Pedal: New Generation,31783,7.65,36359,76286,126,Sports,2017,winter
Nyanko Days,34148,6.62,33486,69841,153,"Comedy,Slice of Life",2017,winter
ēlDLIVE,32878,6.11,17958,47029,47,"Action,Sci-Fi",2017,winter
Reikenzan: Eichi e no Shikaku,33019,6.87,17961,43392,59,"Comedy,Fantasy",2017,winter
Onihei,33983,7.3,14427,38916,103,"Action,Drama",2017,winter
Yami Shibai 4,34467,5.8,14467,27894,10,"Avant Garde,Horror,Supernatural",2017,winter
Minami Kamakura Koukou Joshi Jitensha-bu,31422,6.32,7404,20504,15,Sports,2017,winter
Schoolgirl Strikers: Animation Channel,34289,5.71,5649,19604,17,"Action,Sci-Fi",2017,winter
Marginal#4: Kiss kara Tsukuru Big Bang,33788,6.68,5064,15986,90,Comedy,2017,winter
Piace: Watashi no Italian,33447,5.87,7145,15778,11,"Comedy,Gourmet,Slice of Life",2017,winter
Idol Jihen,34028,5.68,4527,13815,17,,2017,winter
Kirakira☆Precure A La Mode,34290,7.11,3874,11447,126,"Action,Fantasy,Gourmet",2017,winter
Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,34295,6.04,4381,9937,14,"Comedy,Slice of Life",2017,winter
Chiruran: Nibun no Ichi,34088,5.63,3219,7518,9,"Action,Comedy",2017,winter
Forest Fairy Five,34223,3.38,1411,3476,6,"Comedy,Fantasy",2017,winter
Sengoku Choujuu Giga: Otsu,34738,5.84,1408,2919,0,Supernatural,2017,winter
Chou Shounen Tanteidan Neo,32830,5.14,570,2535,2,Mystery,2017,winter
KochinPa! Dainiki,34503,4.46,615,1443,1,Comedy,2017,winter
Inazma Delivery,34502,6.3,392,1172,2,"Action,Comedy,Sci-Fi",2017,winter
High & Low: G-Sword,35156,4.78,256,806,0,"Action,Drama",2017,winter
Pikaia!!,34852,5.85,120,561,2,"Drama,Slice of Life",2017,winter
Tokyo Futago Athletic,33473,5.87,137,544,1,"Comedy,Sports",2017,winter
Shingeki no Kyojin Season 2,25777,8.5,1709850,2493315,20455,"Action,Drama,Suspense",2017,spring
Boku no Hero Academia 2nd Season,33486,8.13,1616719,2353880,17153,Action,2017,spring
Boruto: Naruto Next Generations,34566,5.71,400086,808271,6840,"Action,Adventure,Fantasy",2017,spring
Eromanga-sensei,32901,6.37,403780,682609,2677,"Comedy,Drama,Romance,Ecchi",2017,spring
Rokudenashi Majutsu Koushi to Akashic Records,32951,7.14,385922,675112,3135,"Action,Fantasy",2017,spring
Tsuki ga Kirei,34822,8.07,237696,506910,7593,Romance,2017,spring
Re:Creators,34561,7.55,184412,468373,3333,"Action,Fantasy,Sci-Fi",2017,spring
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,32887,7.06,210031,423268,667,"Action,Adventure,Fantasy",2017,spring
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,33502,7.68,178896,373033,4220,"Drama,Fantasy,Romance,Sci-Fi",2017,spring
Busou Shoujo Machiavellianism,33475,6.89,193624,359197,928,"Action,Comedy,Ecchi",2017,spring
Renai Boukun,32262,6.63,174089,347485,623,"Comedy,Romance,Supernatural,Ecchi",2017,spring
Saenai Heroine no Sodatekata ♭,30727,7.77,175564,344051,1647,"Comedy,Romance,Ecchi",2017,spring
Zero kara Hajimeru Mahou no Sho,34176,7.07,121574,255883,592,"Action,Adventure,Fantasy",2017,spring
Shingeki no Bahamut: Virgin Soul,30736,7.43,86105,230522,988,"Action,Adventure,Fantasy",2017,spring
Granblue Fantasy The Animation,31629,6.63,70143,187391,299,"Adventure,Fantasy",2017,spring
Tsugumomo,34019,7.05,75553,186823,482,"Action,Comedy,Supernatural,Ecchi",2017,spring
Natsume Yuujinchou Roku,34591,8.62,62958,173474,1022,"Drama,Slice of Life,Supernatural",2017,spring
Berserk 2nd Season,34055,6.56,91500,169426,432,"Action,Adventure,Drama,Fantasy,Horror",2017,spring
Clockwork Planet,32407,6.45,61973,152651,409,"Fantasy,Sci-Fi",2017,spring
Sin: Nanatsu no Taizai,33834,5.75,50143,148568,327,"Fantasy,Ecchi",2017,spring
Sakura Quest,34494,7.39,45114,142288,488,"Comedy,Slice of Life",2017,spring
Sakurada Reset,34102,7.34,41009,140053,568,"Mystery,Supernatural",2017,spring
Oushitsu Kyoushi Heine,34262,7.47,60477,135111,793,Comedy,2017,spring
Fukumenkei Noise,33203,6.97,47058,117116,612,"Drama,Romance",2017,spring
Alice to Zouroku,34350,7.1,47137,113783,222,"Adventure,Mystery",2017,spring
Gin no Guardian,32936,6.22,42705,107452,122,"Adventure,Fantasy",2017,spring
Seikaisuru Kado,32032,6.75,40047,104620,172,Sci-Fi,2017,spring
Hinako Note,33948,6.77,33166,101972,203,"Comedy,Slice of Life",2017,spring
Ani ni Tsukeru Kusuri wa Nai!,35015,7.48,39699,92136,378,"Comedy,Slice of Life",2017,spring
Kenka Banchou Otome: Girl Beats Boys,34501,6.43,34952,77990,203,Action,2017,spring
Uchouten Kazoku 2,34076,8.1,24548,61347,297,"Comedy,Drama,Fantasy,Slice of Life",2017,spring
Yu☆Gi☆Oh! VRAINS,34866,6.65,17456,43464,249,"Action,Fantasy,Sci-Fi",2017,spring
Frame Arms Girl,34427,6.38,10548,32034,46,"Action,Sci-Fi,Slice of Life",2017,spring
Atom: The Beginning,33371,6.82,11206,30014,41,"Action,Sci-Fi",2017,spring
Room Mate,34393,4.73,10099,25975,44,Slice of Life,2017,spring
Sekai no Yami Zukan,35069,4.69,7989,22622,21,"Horror,Supernatural",2017,spring
Kyoukai no Rinne 3rd Season,34106,7.05,7345,22011,19,"Comedy,Supernatural",2017,spring
ID-0,33797,6.53,8881,20464,21,Sci-Fi,2017,spring
Kabuki-bu!,33840,6.61,5718,19393,22,,2017,spring
Warau Salesman New,34550,6.28,7390,18140,17,"Comedy,Drama",2017,spring
Cinderella Girls Gekijou,34257,6.53,5523,18049,31,"Comedy,Slice of Life",2017,spring
Starmyu 2nd Season,33362,7.3,6106,16314,70,Slice of Life,2017,spring
Beyblade Burst God,34901,6.98,8998,15700,112,"Action,Adventure,Sci-Fi,Sports",2017,spring
Twin Angel Break,33532,5.94,3458,12846,17,Drama,2017,spring
Nobunaga no Shinobi: Ise Kanegasaki-hen,34978,7.14,5284,11796,14,Comedy,2017,spring
Love Kome: We Love Rice,34402,4.61,4226,10785,11,"Gourmet,Slice of Life",2017,spring
Idol Time PriPara,34787,7.33,1799,6259,49,,2017,spring
Future Card Buddyfight Battsu,34836,6.51,1843,4052,10,,2017,spring
PriPri Chii-chan!!,34799,6.33,907,3241,9,"Comedy,Sci-Fi",2017,spring
100% Pascal-sensei (TV),34052,5.62,1084,2745,4,Comedy,2017,spring
Makeruna!! Aku no Gundan!,34888,5.27,837,1874,1,Comedy,2017,spring
Rilu Rilu Fairilu: Mahou no Kagami,34927,6.84,226,1801,1,"Fantasy,Slice of Life",2017,spring
Flowering Heart 2,36618,5.97,420,1725,9,,2017,spring
Duel Masters (2017),34905,5.66,234,1676,3,"Action,Adventure,Comedy,Fantasy",2017,spring
World Fool News (TV) Part II,35332,5.75,453,1104,1,"Comedy,Slice of Life",2017,spring
Dappys,35516,4.95,234,1064,7,Comedy,2017,spring
Furusato Meguri: Nippon no Mukashibanashi,35303,6.12,214,1050,1,Supernatural,2017,spring
Shounen Ashibe: Go! Go! Goma-chan 2,34979,5.92,343,1045,2,"Comedy,Slice of Life",2017,spring
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,34741,6.07,179,1027,2,"Adventure,Mystery,Sci-Fi",2017,spring
An Ling Yu Shi Di Qi,36666,5.84,194,984,2,"Adventure,Sci-Fi",2017,spring
Yousei Land Mukashibanashi,35383,4.74,321,841,1,"Comedy,Fantasy",2017,spring
Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao 2nd Season,34669,5.91,128,751,2,Comedy,2017,spring
Neko Neko Nihonshi 2nd Season,35302,6.23,191,741,1,,2017,spring
Kakegurui,34933,7.25,848306,1374070,10441,"Drama,Mystery",2017,summer
Made in Abyss,34599,8.66,675007,1251805,40731,"Adventure,Drama,Fantasy,Mystery,Sci-Fi",2017,summer
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,35507,7.86,694809,1106540,16709,Drama,2017,summer
Tsurezure Children,34902,7.57,370906,683881,2614,"Comedy,Romance",2017,summer
Gamers!,34280,6.77,352595,615390,2091,"Comedy,Romance",2017,summer
Isekai wa Smartphone to Tomo ni.,35203,6.15,305609,506135,2694,"Adventure,Comedy,Fantasy,Romance",2017,summer
Hajimete no Gal,34403,6.29,279166,501343,1489,"Comedy,Romance,Ecchi",2017,summer
Aho Girl,34881,6.76,258341,466473,1076,"Comedy,Romance",2017,summer
Fate/Apocrypha,34662,7.18,237079,450527,2491,"Action,Drama,Fantasy,Supernatural",2017,summer
Koi to Uso,34934,6.5,186276,391750,1219,"Drama,Romance",2017,summer
Owarimonogatari 2nd Season,35247,8.89,179000,371191,8334,"Comedy,Mystery,Supernatural",2017,summer
Ballroom e Youkoso,34636,8.19,138750,310119,3346,"Comedy,Drama,Romance,Sports",2017,summer
New Game!!,34914,7.71,125908,246302,888,Comedy,2017,summer
Knight's & Magic,34104,7.08,122660,242755,927,"Action,Fantasy",2017,summer
Isekai Shokudou,34012,7.39,101845,229743,855,"Fantasy,Gourmet,Slice of Life",2017,summer
Princess Principal,35240,7.69,74214,198407,2380,"Action,Mystery",2017,summer
Keppeki Danshi! Aoyama-kun,34825,6.96,76805,180967,334,"Comedy,Sports",2017,summer
Hitorijime My Hero,33654,7.32,76626,157272,1322,"Boys Love,Drama,Romance",2017,summer
Netsuzou TRap,34383,5.34,68589,152361,292,"Drama,Girls Love,Romance",2017,summer
Katsugeki/Touken Ranbu,33018,6.74,31147,117538,443,"Action,Fantasy",2017,summer
Konbini Kareshi,35434,6.27,33297,93816,130,Romance,2017,summer
Centaur no Nayami,34525,6.43,37443,88486,122,"Comedy,Fantasy,Slice of Life",2017,summer
Nana Maru San Batsu,34580,6.67,32215,74026,74,,2017,summer
Shoukoku no Altair,34547,7.55,22613,73565,303,"Adventure,Drama,Fantasy",2017,summer
Jikan no Shihaisha,34565,6.31,20859,66571,82,"Action,Supernatural",2017,summer
Youkai Apartment no Yuuga na Nichijou,35220,7.18,25696,65433,208,"Slice of Life,Supernatural",2017,summer
Tenshi no 3P!,34177,6.62,22152,61857,98,Slice of Life,2017,summer
Jigoku Shoujo: Yoi no Togi,34966,6.59,18160,56999,67,"Horror,Mystery,Supernatural",2017,summer
18if,35248,6.14,20449,54971,106,"Mystery,Supernatural",2017,summer
Dive!!,34543,6.08,17439,50046,68,"Comedy,Sports",2017,summer
Vatican Kiseki Chousakan,34368,6.4,16568,45626,87,"Drama,Mystery,Supernatural",2017,summer
Nora to Oujo to Noraneko Heart,32447,5.38,14587,41172,34,"Comedy,Ecchi",2017,summer
Saiyuuki Reload Blast,33726,7.21,12079,39129,97,"Action,Adventure,Comedy,Drama,Supernatural",2017,summer
Senki Zesshou Symphogear AXZ,32836,7.6,14606,33991,282,"Action,Sci-Fi",2017,summer
Mahoujin Guruguru (2017),34745,7.82,9930,31683,241,"Adventure,Comedy,Fantasy",2017,summer
The Reflection,34449,5.12,8307,28964,12,Action,2017,summer
Hina Logi: From Luck & Logic,34834,6.64,9106,28065,69,"Action,Comedy,Fantasy",2017,summer
Yami Shibai 5,35714,6.31,12068,25138,12,"Avant Garde,Horror,Supernatural",2017,summer
Battle Girl High School,33184,5.8,5859,23575,44,"Action,Sci-Fi",2017,summer
Action Heroine Cheer Fruits,34800,6.53,4249,13768,23,"Comedy,Slice of Life",2017,summer
Teekyuu 9,35370,6.52,6410,13472,14,Comedy,2017,summer
Clione no Akari,35114,5.4,4394,13349,10,Drama,2017,summer
Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,34337,6.27,3349,8567,41,Romance,2017,summer
Musekinin Galaxy☆Tylor,35730,3.88,2081,5813,1,"Comedy,Sci-Fi",2017,summer
Pikotarou no Lullaby Lullaby (TV),35739,5.56,2707,5378,10,Comedy,2017,summer
Marvel Future Avengers,34975,5.64,854,4434,8,Action,2017,summer
Kaito x Ansa,34725,4.97,314,3979,4,,2017,summer
Black Clover,34572,8.14,752179,1495305,42039,"Action,Comedy,Fantasy",2017,fall
Shokugeki no Souma: San no Sara,35788,8.02,560124,917597,2616,"Gourmet,Ecchi",2017,fall
Mahoutsukai no Yome,35062,8.06,350521,841946,10946,"Fantasy,Supernatural",2017,fall
Blend S,34618,7.28,350103,623946,2910,Comedy,2017,fall
Inuyashiki,34542,7.65,291217,600973,3578,"Action,Drama,Sci-Fi",2017,fall
Net-juu no Susume,36038,7.55,232025,437852,2238,"Comedy,Romance",2017,fall
Houseki no Kuni,35557,8.4,180211,422219,12290,"Action,Drama,Fantasy,Mystery",2017,fall
Kekkai Sensen & Beyond,34451,7.8,184135,409694,1586,"Action,Comedy,Fantasy,Supernatural",2017,fall
3-gatsu no Lion 2nd Season,35180,8.94,186596,374404,14681,"Drama,Slice of Life",2017,fall
Imouto sae Ireba Ii.,35413,7.29,145812,316591,1702,"Comedy,Romance,Ecchi",2017,fall
Shoujo Shuumatsu Ryokou,35838,8.2,118251,312944,6252,"Adventure,Mystery,Sci-Fi,Slice of Life",2017,fall
Just Because!,35639,7.24,118179,288520,1359,"Drama,Romance",2017,fall
Juuni Taisen,35076,6.54,135669,277119,636,Action,2017,fall
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,35712,6.24,118400,260637,422,"Comedy,Romance,Ecchi",2017,fall
Himouto! Umaru-chan R,35376,7.33,123288,242488,528,Comedy,2017,fall
Ousama Game The Animation,36027,5.04,118902,231417,410,"Drama,Horror,Mystery,Supernatural",2017,fall
Kujira no Kora wa Sajou ni Utau,34712,7.17,99373,217191,965,"Drama,Fantasy,Mystery",2017,fall
Itsudatte Bokura no Koi wa 10 cm Datta.,36220,7.47,85694,210896,718,"Comedy,Drama,Romance",2017,fall
Osake wa Fuufu ni Natte kara,35484,6.96,97533,202367,384,"Comedy,Gourmet,Romance",2017,fall
UQ Holder! Mahou Sensei Negima! 2,33478,6.93,78785,196672,376,"Action,Fantasy,Sci-Fi",2017,fall
Kino no Tabi: The Beautiful World - The Animated Series,35079,7.6,76707,191848,986,"Action,Adventure,Slice of Life",2017,fall
Gintama.: Porori-hen,35843,8.52,94101,186400,868,"Action,Comedy,Sci-Fi",2017,fall
Konohana Kitan,35241,7.5,47919,145947,646,"Fantasy,Girls Love,Slice of Life",2017,fall
Dies Irae,32271,5.38,40355,133621,195,Action,2017,fall
Love Live! Sunshine!! 2nd Season,34973,7.57,54700,110010,1116,Slice of Life,2017,fall
Code:Realize - Sousei no Himegimi,31456,6.66,25575,79779,261,"Fantasy,Romance",2017,fall
Evil or Live,36245,5.79,32334,76655,109,Horror,2017,fall
Animegataris,35427,6.38,29041,73800,112,Comedy,2017,fall
Garo: Vanishing Line,36144,7.14,22680,71486,119,"Action,Fantasy,Supernatural",2017,fall
Osomatsu-san 2nd Season,35067,7.6,21248,52425,228,Comedy,2017,fall
Hoozuki no Reitetsu 2nd Season,35075,7.88,17862,44697,102,"Comedy,Fantasy,Supernatural",2017,fall
Sengoku Night Blood,35251,6.14,12077,42574,138,"Fantasy,Romance",2017,fall
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,34284,7.68,15274,42219,189,"Drama,Fantasy",2017,fall
Pingu in the City,36259,6.52,23608,41749,765,"Comedy,Slice of Life",2017,fall
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,34445,7.66,14903,39200,235,"Drama,Fantasy",2017,fall
Urahara,35250,5.76,8653,34512,48,"Comedy,Fantasy,Sci-Fi",2017,fall
Two Car,36009,5.64,7794,22402,24,,2017,fall
The iDOLM@STER SideM,34915,7.15,6242,20785,121,,2017,fall
Tsukipro The Animation,34474,6.69,4054,17057,101,,2017,fall
"Wake Up, Girls! Shin Shou",34522,6.52,3957,13248,22,Drama,2017,fall
RoboMasters the Animated Series,34903,6.35,2695,12327,13,Action,2017,fall
Taishou Mebiusline: Chicchai-san,34411,4.73,3829,12289,20,Supernatural,2017,fall
Dynamic Chord,34771,4.6,1953,9507,17,,2017,fall
Cinderella Girls Gekijou 2nd Season,35883,6.61,3361,8766,10,"Comedy,Slice of Life",2017,fall
Infini-T Force,33027,6.42,2118,8497,9,"Action,Sci-Fi",2017,fall
Cardfight!! Vanguard G Z,36022,6.51,3253,7606,8,Action,2017,fall
ClassicaLoid 2nd Season,35334,6.5,1847,6986,14,Comedy,2017,fall
Ame-iro Cocoa Series: Ame-con!!,35923,4.75,1998,5304,2,"Comedy,Slice of Life",2017,fall
Glamorous Heroes,36288,4.29,723,5098,2,Action,2017,fall
Dia Horizon (Kabu),35999,4.92,345,5015,5,"Action,Adventure,Fantasy",2017,fall
Love Kome: We Love Rice Nikisaku,35818,4.81,1661,4130,1,"Gourmet,Slice of Life",2017,fall
Fireball Humorous,36166,5.71,1145,3325,4,"Comedy,Sci-Fi",2017,fall
Time Bokan: Gyakushuu no San Akunin,35254,5.9,466,1859,1,"Adventure,Comedy",2017,fall
Oretacha Youkai Ningen,36135,5.53,147,1819,0,Horror,2017,fall
Yodel no Onna,36409,5.3,394,1413,5,Comedy,2017,fall
Shining Star,39918,6.5,220,834,4,,2017,fall
Sinbi Apateu: Ghost Ball X-ui Tansaeng,40090,6.02,128,480,3,Supernatural,2017,fall
Violet Evergarden,33352,8.67,886729,1628868,56093,"Drama,Fantasy",2018,winter
Darling in the FranXX,35849,7.22,944972,1527511,30525,"Action,Drama,Romance,Sci-Fi",2018,winter
Nanatsu no Taizai: Imashime no Fukkatsu,34577,7.6,661002,1057957,3756,"Action,Adventure,Fantasy",2018,winter
Overlord II,35073,7.76,583950,941294,4247,"Action,Adventure,Fantasy",2018,winter
Saiki Kusuo no Ψ-nan 2,34612,8.43,350053,586678,3982,"Comedy,Supernatural",2018,winter
Karakai Jouzu no Takagi-san,35860,7.71,275431,552738,4961,Comedy,2018,winter
Citrus,34382,6.46,257074,484557,3667,"Drama,Girls Love,Romance",2018,winter
Death March kara Hajimaru Isekai Kyousoukyoku,34497,6.46,267338,468220,1716,"Adventure,Fantasy",2018,winter
Sora yori mo Tooi Basho,35839,8.53,202061,467774,13288,"Adventure,Comedy,Drama",2018,winter
Yuru Camp△,34798,8.27,197333,449182,10203,Slice of Life,2018,winter
Gakuen Babysitters,35222,7.9,154841,308088,2931,Slice of Life,2018,winter
Grancrest Senki,34279,7.22,124549,290252,1228,"Action,Drama,Fantasy,Romance",2018,winter
Koi wa Ameagari no You ni,34984,7.49,113848,280804,1457,"Drama,Romance",2018,winter
Poputepipikku,35330,7.28,104407,213431,1353,Comedy,2018,winter
Fate/Extra: Last Encore,33047,6.29,92868,209449,470,"Action,Fantasy",2018,winter
Gintama.: Shirogane no Tamashii-hen,36838,8.81,94809,193817,1119,"Action,Comedy,Sci-Fi",2018,winter
Ryuuou no Oshigoto!,35905,6.85,79419,184500,332,Comedy,2018,winter
Killing Bites,34964,6.57,77085,178511,437,"Action,Sci-Fi,Ecchi",2018,winter
Kokkoku,36548,6.99,68539,176411,326,"Drama,Mystery,Supernatural",2018,winter
Beatless,36516,6.21,51614,165973,462,"Action,Drama,Romance,Sci-Fi",2018,winter
Itou Junji: Collection,36124,6.44,70423,158401,919,"Drama,Horror,Mystery,Supernatural",2018,winter
Dagashi Kashi 2,36049,6.83,67408,157931,186,"Comedy,Gourmet",2018,winter
Hakata Tonkotsu Ramens,35889,7.38,59156,147881,615,"Action,Mystery",2018,winter
Miira no Kaikata,35828,7.47,50224,128470,685,"Slice of Life,Supernatural",2018,winter
Cardcaptor Sakura: Clear Card-hen,33354,7.65,42530,114433,612,"Adventure,Comedy,Fantasy,Romance",2018,winter
Mitsuboshi Colors,35078,7.42,32338,95144,320,"Comedy,Slice of Life",2018,winter
Slow Start,35540,7.01,27929,78809,163,"Comedy,Slice of Life",2018,winter
Toji no Miko,35589,6.8,23083,76361,235,"Action,Fantasy",2018,winter
IDOLiSH7,33899,7.71,21016,63405,1243,Drama,2018,winter
Ramen Daisuki Koizumi-san,35298,6.54,22990,61106,63,"Comedy,Gourmet",2018,winter
Hakumei to Mikochi,36094,7.68,17709,60476,367,"Fantasy,Slice of Life",2018,winter
Sanrio Danshi,34839,6.67,19349,56806,240,Drama,2018,winter
Yowamushi Pedal: Glory Line,35789,7.59,26059,56106,101,Sports,2018,winter
Gin no Guardian II,35757,6.52,23194,55794,66,"Adventure,Fantasy",2018,winter
Nanatsu no Bitoku,36847,5.24,16509,55412,110,"Fantasy,Ecchi",2018,winter
Takunomi.,36108,6.42,14629,44881,48,"Comedy,Gourmet",2018,winter
Ling Qi 2,36522,7.49,17621,44579,210,"Action,Boys Love,Comedy,Supernatural",2018,winter
Märchen Mädchen,35997,5.39,13816,39789,41,Fantasy,2018,winter
Basilisk: Ouka Ninpouchou,35964,5.52,9865,35680,30,"Action,Drama",2018,winter
Dame x Prince Anime Caravan,35988,6.5,8476,28183,83,"Adventure,Comedy,Fantasy,Romance",2018,winter
Zoku Touken Ranbu: Hanamaru,34863,7.3,7688,27859,137,"Action,Comedy,Drama,Fantasy,Slice of Life",2018,winter
Hakyuu Houshin Engi,36029,5.37,5251,20156,21,"Adventure,Fantasy,Supernatural",2018,winter
Hug tto! Precure,36593,7.83,4601,15020,243,"Action,Fantasy",2018,winter
Micchiri Neko,36982,6.84,3423,8313,31,Comedy,2018,winter
Hataraku Oniisan!,36784,6.37,3192,8006,18,Comedy,2018,winter
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season,36196,5.98,2083,4944,5,"Comedy,Fantasy",2018,winter
Shinkansen Henkei Robo Shinkalion The Animation,36531,6.73,709,3796,27,"Action,Sci-Fi",2018,winter
gdMen,36797,5.88,974,2870,4,"Comedy,Fantasy",2018,winter
Mameneko,36728,6.04,375,1486,1,Slice of Life,2018,winter
Inazma Delivery: Dougyousha Attack-hen,36894,6.32,257,767,2,"Action,Comedy,Sci-Fi",2018,winter
Boku no Hero Academia 3rd Season,36456,8.05,1340547,2031991,12763,Action,2018,spring
Tokyo Ghoul:re,36511,6.38,650087,1091784,3714,"Action,Fantasy,Horror",2018,spring
Wotaku ni Koi wa Muzukashii,35968,7.94,478180,897377,10767,Romance,2018,spring
Steins;Gate 0,30484,8.53,390736,810253,11163,"Drama,Sci-Fi,Suspense",2018,spring
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,36949,7.97,403553,675926,1398,"Gourmet,Ecchi",2018,spring
Sword Art Online Alternative: Gun Gale Online,36475,7.0,323567,578214,1444,Action,2018,spring
Megalo Box,36563,7.88,256127,480109,3352,"Sci-Fi,Sports",2018,spring
Hinamatsuri (TV),36296,8.15,236122,477007,4233,"Comedy,Supernatural",2018,spring
High School DxD Hero,34281,7.25,257008,469657,2465,"Action,Comedy,Romance,Ecchi",2018,spring
Golden Kamuy,36028,7.87,145174,347291,3784,"Action,Adventure",2018,spring
3D Kanojo: Real Girl,36793,6.85,156776,315775,1483,Romance,2018,spring
Tada-kun wa Koi wo Shinai,36470,7.57,121045,276235,1278,"Comedy,Romance",2018,spring
Devils Line,35928,6.84,105759,250947,1559,"Action,Drama,Romance,Supernatural",2018,spring
Persona 5 the Animation,36023,6.44,91270,241190,904,"Action,Fantasy,Supernatural",2018,spring
Mahou Shoujo Site,36266,6.52,90371,220135,1174,"Drama,Horror,Supernatural",2018,spring
Akkun to Kanojo,36864,6.83,72539,167184,287,"Comedy,Romance",2018,spring
Kakuriyo no Yadomeshi,36754,7.53,55511,152183,1245,"Drama,Fantasy,Gourmet,Romance",2018,spring
Comic Girls,35756,7.38,57227,137280,660,"Comedy,Slice of Life",2018,spring
Uma Musume: Pretty Derby,35249,7.3,47231,123922,517,Sports,2018,spring
Piano no Mori (TV),36652,7.31,50707,118802,432,Drama,2018,spring
Full Metal Panic! Invisible Victory,31931,7.58,35548,93085,264,Action,2018,spring
Mahou Shoujo Ore,36902,6.64,25149,80172,135,"Comedy,Fantasy",2018,spring
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,31433,7.76,32452,80059,519,"Drama,Sci-Fi",2018,spring
